datetime,price
2025-05-24 22:00:00+00:00,20.21
2025-05-24 22:15:00+00:00,20.3675
2025-05-24 22:30:00+00:00,20.525
2025-05-24 22:45:00+00:00,20.6825
2025-05-24 23:00:00+00:00,20.84
2025-05-24 23:15:00+00:00,19.155
2025-05-24 23:30:00+00:00,17.47
2025-05-24 23:45:00+00:00,15.785
2025-05-25 00:00:00+00:00,14.1
2025-05-25 00:15:00+00:00,12.67
2025-05-25 00:30:00+00:00,11.24
2025-05-25 00:45:00+00:00,9.81
2025-05-25 01:00:00+00:00,8.38
2025-05-25 01:15:00+00:00,7.260000000000001
2025-05-25 01:30:00+00:00,6.140000000000001
2025-05-25 01:45:00+00:00,5.0200000000000005
2025-05-25 02:00:00+00:00,3.9
2025-05-25 02:15:00+00:00,3.435
2025-05-25 02:30:00+00:00,2.97
2025-05-25 02:45:00+00:00,2.505
2025-05-25 03:00:00+00:00,2.04
2025-05-25 03:15:00+00:00,1.7775
2025-05-25 03:30:00+00:00,1.515
2025-05-25 03:45:00+00:00,1.2525
2025-05-25 04:00:00+00:00,0.99
2025-05-25 04:15:00+00:00,1.0
2025-05-25 04:30:00+00:00,1.01
2025-05-25 04:45:00+00:00,1.02
2025-05-25 05:00:00+00:00,1.03
2025-05-25 05:15:00+00:00,0.78
2025-05-25 05:30:00+00:00,0.53
2025-05-25 05:45:00+00:00,0.28
2025-05-25 06:00:00+00:00,0.03
2025-05-25 06:15:00+00:00,-0.0175
2025-05-25 06:30:00+00:00,-0.065
2025-05-25 06:45:00+00:00,-0.1125
2025-05-25 07:00:00+00:00,-0.16
2025-05-25 07:15:00+00:00,-0.62
2025-05-25 07:30:00+00:00,-1.08
2025-05-25 07:45:00+00:00,-1.54
2025-05-25 08:00:00+00:00,-2.0
2025-05-25 08:15:00+00:00,-3.7825
2025-05-25 08:30:00+00:00,-5.565
2025-05-25 08:45:00+00:00,-7.3475
2025-05-25 09:00:00+00:00,-9.13
2025-05-25 09:15:00+00:00,-11.12
2025-05-25 09:30:00+00:00,-13.11
2025-05-25 09:45:00+00:00,-15.1
2025-05-25 10:00:00+00:00,-17.09
2025-05-25 10:15:00+00:00,-20.3175
2025-05-25 10:30:00+00:00,-23.545
2025-05-25 10:45:00+00:00,-26.7725
2025-05-25 11:00:00+00:00,-30.0
2025-05-25 11:15:00+00:00,-30.45
2025-05-25 11:30:00+00:00,-30.9
2025-05-25 11:45:00+00:00,-31.35
2025-05-25 12:00:00+00:00,-31.8
2025-05-25 12:15:00+00:00,-30.2875
2025-05-25 12:30:00+00:00,-28.775
2025-05-25 12:45:00+00:00,-27.2625
2025-05-25 13:00:00+00:00,-25.75
2025-05-25 13:15:00+00:00,-22.305
2025-05-25 13:30:00+00:00,-18.86
2025-05-25 13:45:00+00:00,-15.415
2025-05-25 14:00:00+00:00,-11.97
2025-05-25 14:15:00+00:00,-8.995000000000001
2025-05-25 14:30:00+00:00,-6.0200000000000005
2025-05-25 14:45:00+00:00,-3.045
2025-05-25 15:00:00+00:00,-0.07
2025-05-25 15:15:00+00:00,2.27
2025-05-25 15:30:00+00:00,4.609999999999999
2025-05-25 15:45:00+00:00,6.949999999999999
2025-05-25 16:00:00+00:00,9.29
2025-05-25 16:15:00+00:00,27.7075
2025-05-25 16:30:00+00:00,46.12499999999999
2025-05-25 16:45:00+00:00,64.54249999999999
2025-05-25 17:00:00+00:00,82.96
2025-05-25 17:15:00+00:00,87.22
2025-05-25 17:30:00+00:00,91.48
2025-05-25 17:45:00+00:00,95.74
2025-05-25 18:00:00+00:00,100.0
2025-05-25 18:15:00+00:00,103.75
2025-05-25 18:30:00+00:00,107.5
2025-05-25 18:45:00+00:00,111.25
2025-05-25 19:00:00+00:00,115.0
2025-05-25 19:15:00+00:00,111.8075
2025-05-25 19:30:00+00:00,108.615
2025-05-25 19:45:00+00:00,105.4225
2025-05-25 20:00:00+00:00,102.23
2025-05-25 20:15:00+00:00,99.9025
2025-05-25 20:30:00+00:00,97.575
2025-05-25 20:45:00+00:00,95.2475
2025-05-25 21:00:00+00:00,92.92
2025-05-25 21:15:00+00:00,90.4325
2025-05-25 21:30:00+00:00,87.945
2025-05-25 21:45:00+00:00,85.4575
2025-05-25 22:00:00+00:00,82.97
