datetime,price
2025-06-24 22:00:00+00:00,85.6
2025-06-24 22:15:00+00:00,84.25
2025-06-24 22:30:00+00:00,82.9
2025-06-24 22:45:00+00:00,81.55
2025-06-24 23:00:00+00:00,80.2
2025-06-24 23:15:00+00:00,80.2
2025-06-24 23:30:00+00:00,80.2
2025-06-24 23:45:00+00:00,80.2
2025-06-25 00:00:00+00:00,80.2
2025-06-25 00:15:00+00:00,80.875
2025-06-25 00:30:00+00:00,81.55000000000001
2025-06-25 00:45:00+00:00,82.22500000000001
2025-06-25 01:00:00+00:00,82.9
2025-06-25 01:15:00+00:00,84.17500000000001
2025-06-25 01:30:00+00:00,85.45
2025-06-25 01:45:00+00:00,86.725
2025-06-25 02:00:00+00:00,88.0
2025-06-25 02:15:00+00:00,90.25
2025-06-25 02:30:00+00:00,92.5
2025-06-25 02:45:00+00:00,94.75
2025-06-25 03:00:00+00:00,97.0
2025-06-25 03:15:00+00:00,100.025
2025-06-25 03:30:00+00:00,103.05
2025-06-25 03:45:00+00:00,106.075
2025-06-25 04:00:00+00:00,109.1
2025-06-25 04:15:00+00:00,112.475
2025-06-25 04:30:00+00:00,115.85
2025-06-25 04:45:00+00:00,119.225
2025-06-25 05:00:00+00:00,122.6
2025-06-25 05:15:00+00:00,125.95
2025-06-25 05:30:00+00:00,129.3
2025-06-25 05:45:00+00:00,132.65
2025-06-25 06:00:00+00:00,136.0
2025-06-25 06:15:00+00:00,133.075
2025-06-25 06:30:00+00:00,130.15
2025-06-25 06:45:00+00:00,127.225
2025-06-25 07:00:00+00:00,124.3
2025-06-25 07:15:00+00:00,124.475
2025-06-25 07:30:00+00:00,124.65
2025-06-25 07:45:00+00:00,124.825
2025-06-25 08:00:00+00:00,125.0
2025-06-25 08:15:00+00:00,111.1375
2025-06-25 08:30:00+00:00,97.275
2025-06-25 08:45:00+00:00,83.4125
2025-06-25 09:00:00+00:00,69.55
2025-06-25 09:15:00+00:00,58.4375
2025-06-25 09:30:00+00:00,47.325
2025-06-25 09:45:00+00:00,36.2125
2025-06-25 10:00:00+00:00,25.1
2025-06-25 10:15:00+00:00,19.8925
2025-06-25 10:30:00+00:00,14.685
2025-06-25 10:45:00+00:00,9.4775
2025-06-25 11:00:00+00:00,4.27
2025-06-25 11:15:00+00:00,4.35
2025-06-25 11:30:00+00:00,4.43
2025-06-25 11:45:00+00:00,4.51
2025-06-25 12:00:00+00:00,4.59
2025-06-25 12:15:00+00:00,5.6625
2025-06-25 12:30:00+00:00,6.735
2025-06-25 12:45:00+00:00,7.807500000000001
2025-06-25 13:00:00+00:00,8.88
2025-06-25 13:15:00+00:00,12.9775
2025-06-25 13:30:00+00:00,17.075000000000003
2025-06-25 13:45:00+00:00,21.1725
2025-06-25 14:00:00+00:00,25.27
2025-06-25 14:15:00+00:00,40.22
2025-06-25 14:30:00+00:00,55.17
2025-06-25 14:45:00+00:00,70.11999999999999
2025-06-25 15:00:00+00:00,85.07
2025-06-25 15:15:00+00:00,90.375
2025-06-25 15:30:00+00:00,95.68
2025-06-25 15:45:00+00:00,100.985
2025-06-25 16:00:00+00:00,106.29
2025-06-25 16:15:00+00:00,113.4225
2025-06-25 16:30:00+00:00,120.555
2025-06-25 16:45:00+00:00,127.6875
2025-06-25 17:00:00+00:00,134.82
2025-06-25 17:15:00+00:00,151.115
2025-06-25 17:30:00+00:00,167.41
2025-06-25 17:45:00+00:00,183.705
2025-06-25 18:00:00+00:00,200.0
2025-06-25 18:15:00+00:00,211.755
2025-06-25 18:30:00+00:00,223.51
2025-06-25 18:45:00+00:00,235.265
2025-06-25 19:00:00+00:00,247.02
2025-06-25 19:15:00+00:00,228.67
2025-06-25 19:30:00+00:00,210.32
2025-06-25 19:45:00+00:00,191.97
2025-06-25 20:00:00+00:00,173.62
2025-06-25 20:15:00+00:00,161.16
2025-06-25 20:30:00+00:00,148.7
2025-06-25 20:45:00+00:00,136.24
2025-06-25 21:00:00+00:00,123.78
2025-06-25 21:15:00+00:00,122.8225
2025-06-25 21:30:00+00:00,121.865
2025-06-25 21:45:00+00:00,120.9075
2025-06-25 22:00:00+00:00,119.95
