datetime,price
2025-05-04 22:00:00+00:00,83.55
2025-05-04 22:15:00+00:00,80.34
2025-05-04 22:30:00+00:00,77.13
2025-05-04 22:45:00+00:00,73.91999999999999
2025-05-04 23:00:00+00:00,70.71
2025-05-04 23:15:00+00:00,73.43249999999999
2025-05-04 23:30:00+00:00,76.155
2025-05-04 23:45:00+00:00,78.8775
2025-05-05 00:00:00+00:00,81.6
2025-05-05 00:15:00+00:00,82.60249999999999
2025-05-05 00:30:00+00:00,83.60499999999999
2025-05-05 00:45:00+00:00,84.6075
2025-05-05 01:00:00+00:00,85.61
2025-05-05 01:15:00+00:00,84.7075
2025-05-05 01:30:00+00:00,83.805
2025-05-05 01:45:00+00:00,82.9025
2025-05-05 02:00:00+00:00,82.0
2025-05-05 02:15:00+00:00,83.95
2025-05-05 02:30:00+00:00,85.9
2025-05-05 02:45:00+00:00,87.85
2025-05-05 03:00:00+00:00,89.8
2025-05-05 03:15:00+00:00,96.635
2025-05-05 03:30:00+00:00,103.47
2025-05-05 03:45:00+00:00,110.305
2025-05-05 04:00:00+00:00,117.14
2025-05-05 04:15:00+00:00,117.0925
2025-05-05 04:30:00+00:00,117.045
2025-05-05 04:45:00+00:00,116.9975
2025-05-05 05:00:00+00:00,116.95
2025-05-05 05:15:00+00:00,112.5875
2025-05-05 05:30:00+00:00,108.225
2025-05-05 05:45:00+00:00,103.8625
2025-05-05 06:00:00+00:00,99.5
2025-05-05 06:15:00+00:00,94.8575
2025-05-05 06:30:00+00:00,90.215
2025-05-05 06:45:00+00:00,85.5725
2025-05-05 07:00:00+00:00,80.93
2025-05-05 07:15:00+00:00,78.23
2025-05-05 07:30:00+00:00,75.53
2025-05-05 07:45:00+00:00,72.83
2025-05-05 08:00:00+00:00,70.13
2025-05-05 08:15:00+00:00,66.065
2025-05-05 08:30:00+00:00,62.0
2025-05-05 08:45:00+00:00,57.935
2025-05-05 09:00:00+00:00,53.87
2025-05-05 09:15:00+00:00,41.6275
2025-05-05 09:30:00+00:00,29.385
2025-05-05 09:45:00+00:00,17.1425
2025-05-05 10:00:00+00:00,4.9
2025-05-05 10:15:00+00:00,3.1750000000000003
2025-05-05 10:30:00+00:00,1.4500000000000002
2025-05-05 10:45:00+00:00,-0.2750000000000003
2025-05-05 11:00:00+00:00,-2.0
2025-05-05 11:15:00+00:00,-2.0
2025-05-05 11:30:00+00:00,-2.0
2025-05-05 11:45:00+00:00,-2.0
2025-05-05 12:00:00+00:00,-2.0
2025-05-05 12:15:00+00:00,-1.9
2025-05-05 12:30:00+00:00,-1.8
2025-05-05 12:45:00+00:00,-1.7000000000000002
2025-05-05 13:00:00+00:00,-1.6
2025-05-05 13:15:00+00:00,-0.95
2025-05-05 13:30:00+00:00,-0.3
2025-05-05 13:45:00+00:00,0.3500000000000001
2025-05-05 14:00:00+00:00,1.0
2025-05-05 14:15:00+00:00,19.89
2025-05-05 14:30:00+00:00,38.78
2025-05-05 14:45:00+00:00,57.67
2025-05-05 15:00:00+00:00,76.56
2025-05-05 15:15:00+00:00,79.05250000000001
2025-05-05 15:30:00+00:00,81.545
2025-05-05 15:45:00+00:00,84.0375
2025-05-05 16:00:00+00:00,86.53
2025-05-05 16:15:00+00:00,92.785
2025-05-05 16:30:00+00:00,99.04
2025-05-05 16:45:00+00:00,105.295
2025-05-05 17:00:00+00:00,111.55
2025-05-05 17:15:00+00:00,108.6625
2025-05-05 17:30:00+00:00,105.775
2025-05-05 17:45:00+00:00,102.8875
2025-05-05 18:00:00+00:00,100.0
2025-05-05 18:15:00+00:00,104.75
2025-05-05 18:30:00+00:00,109.5
2025-05-05 18:45:00+00:00,114.25
2025-05-05 19:00:00+00:00,119.0
2025-05-05 19:15:00+00:00,115.0325
2025-05-05 19:30:00+00:00,111.065
2025-05-05 19:45:00+00:00,107.0975
2025-05-05 20:00:00+00:00,103.13
2025-05-05 20:15:00+00:00,99.705
2025-05-05 20:30:00+00:00,96.28
2025-05-05 20:45:00+00:00,92.855
2025-05-05 21:00:00+00:00,89.43
2025-05-05 21:15:00+00:00,87.6875
2025-05-05 21:30:00+00:00,85.945
2025-05-05 21:45:00+00:00,84.2025
2025-05-05 22:00:00+00:00,82.46
