,model,date,training_length,test_length,mae,msae,rho
13803,xgboost,248,5760,96,7.811433310508728,116.46816191388824,0.856341020358443
13804,elastic_net,248,5760,96,12.617416940321624,214.42070068651023,0.8226560724954809
13805,naive_model,248,5760,96,20.415104166666666,852.3871072916667,0.8434053636298663
13806,xgboost,248,5760,192,11.366532800197602,224.586101921078,0.8243742405162722
13807,elastic_net,248,5760,192,11.797311783204298,212.9710298437091,0.8512569148656717
13808,naive_model,248,5760,192,18.736510416666665,618.3508223958332,0.8556944995476162
13809,xgboost,248,5760,384,10.829298009475073,208.424501598946,0.860719930071831
13810,elastic_net,248,5760,384,10.171037419194487,166.66150884111553,0.860110047409235
13811,naive_model,248,5760,384,13.294401041666664,384.0469690104167,0.8977306870775931
13812,xgboost,248,5760,960,12.25076552327474,281.58970084091743,0.80579222546339
13813,elastic_net,248,5760,960,12.700491566799622,306.6852028365145,0.7601684624149935
13814,naive_model,248,5760,960,16.680270833333335,545.7132906250001,0.7189292780315529
13815,xgboost,248,5760,2880,17.160063130431702,631.5261698704113,0.7463214338721249
13816,elastic_net,248,5760,2880,18.45383007483649,686.4242658410183,0.7268221201106937
13817,naive_model,248,5760,2880,22.22639930555556,1226.0571675347223,0.5828905608257215
13818,xgboost,248,8640,96,20.40824332555135,663.3497220972783,0.812791860962707
13819,elastic_net,248,8640,96,27.184616364338183,1145.141713999474,0.496076343448357
13820,naive_model,248,8640,96,28.473645833333336,1460.4582843750002,0.2822484103449889
13821,xgboost,248,8640,192,14.921882832050324,401.545601902456,0.8134229223438472
13822,elastic_net,248,8640,192,21.400300296127423,749.7534297885522,0.6350984305044505
13823,naive_model,248,8640,192,35.75864583333334,2162.391010416667,0.1170101567736033
13824,xgboost,248,8640,384,14.732236660321554,364.2637737454367,0.7794927475305281
13825,elastic_net,248,8640,384,20.11450668165637,666.5877009960109,0.6521417781204898
13826,naive_model,248,8640,384,25.468437500000004,1290.2385453125,0.4678440940543595
13827,xgboost,248,8640,960,11.56133909257253,233.4136692928245,0.7992126010017102
13828,elastic_net,248,8640,960,15.701787047745649,420.5874297952723,0.7332370502323855
13829,naive_model,248,8640,960,19.922760416666662,777.5869846875,0.5630145820251303
13830,xgboost,249,2880,96,28.33382214228312,1762.3322593330952,0.735588058787988
13831,elastic_net,249,2880,96,25.25818177111812,1718.88393169948,0.8171323928377644
13832,naive_model,249,2880,96,44.68760416666667,3472.399540625,0.8204274310242355
13833,xgboost,249,2880,192,22.84344432195028,1400.1919908559237,0.7382990710019111
13834,elastic_net,249,2880,192,23.17069653933491,1109.6820831205314,0.7447214791600136
13835,naive_model,249,2880,192,30.242500000000003,2158.781680208333,0.7522364297828483
13836,xgboost,249,2880,384,16.120571062167482,836.392835698979,0.8212887512434389
13837,elastic_net,249,2880,384,20.416693894078357,775.048883423429,0.7356767681991642
13838,naive_model,249,2880,384,21.635130208333333,1287.2587565104168,0.7672136878316164
13839,xgboost,249,2880,960,20.32025374221801,1047.5711596195315,0.7732759965603474
13840,elastic_net,249,2880,960,21.874943829405705,1133.2552591132912,0.6962734980469527
13841,naive_model,249,2880,960,22.856572916666668,1522.8322786458332,0.7068165908476683
13842,xgboost,249,2880,2880,21.15104554702176,876.8385429927902,0.7622367423024299
13843,elastic_net,249,2880,2880,20.542011108279585,830.4476451746888,0.8105067813551845
13844,naive_model,249,2880,2880,24.824447916666667,1389.5913805208331,0.722240931509777
13845,xgboost,249,5760,96,13.77934636116028,280.46522153155337,0.9000531345974023
13846,elastic_net,249,5760,96,10.218932018325887,181.4359098926548,0.8976261530113944
13847,naive_model,249,5760,96,17.057916666666667,384.3145374999999,0.8906839754662428
13848,xgboost,249,5760,192,11.828308448791503,247.97351646055267,0.9039570197860692
13849,elastic_net,249,5760,192,11.107207138629557,194.1280972409053,0.8762406055194197
13850,naive_model,249,5760,192,10.977395833333333,213.003803125,0.9040525120932638
13851,xgboost,249,5760,384,9.880958576997122,170.5564259836227,0.8498790251967097
13852,elastic_net,249,5760,384,8.673000151249907,128.36653304477787,0.8116046288943984
13853,naive_model,249,5760,384,9.88375,191.25543854166665,0.8464945510849348
13854,xgboost,249,5760,960,12.629377856254576,299.59655297744143,0.7865596065484892
13855,elastic_net,249,5760,960,12.166906028161767,291.44778094826955,0.7566945290388456
13856,naive_model,249,5760,960,16.381239583333336,508.04302447916666,0.6500314407865694
13857,xgboost,249,5760,2880,17.633631622844273,664.9961376338421,0.7420884388441849
13858,elastic_net,249,5760,2880,19.049388027793693,726.1892917028408,0.7146491160580726
13859,naive_model,249,5760,2880,22.495017361111117,1246.326206770833,0.5593041973948196
13860,xgboost,249,8640,96,7.792926131884258,97.88921867631976,0.4507363383609248
13861,elastic_net,249,8640,96,15.8954839428666,362.5224896171712,0.3459668066195054
13862,naive_model,249,8640,96,43.043645833333336,2864.323736458334,0.3532264409446682
13863,xgboost,249,8640,192,9.934495458602903,151.3577639283624,0.5158425185008384
13864,elastic_net,249,8640,192,17.96863769620846,438.99548662433546,0.5244554574639579
13865,naive_model,249,8640,192,26.652239583333337,1508.009924479167,0.3565850466085459
13866,xgboost,249,8640,384,12.080596518516542,262.2257624779917,0.686638211888523
13867,elastic_net,249,8640,384,16.211148857997262,425.4682012105001,0.610998576683425
13868,naive_model,249,8640,384,24.28169270833334,1163.6851934895835,0.4901720909295902
13869,xgboost,249,8640,960,9.703770970344545,173.7830834212274,0.783116519120641
13870,elastic_net,249,8640,960,14.284395641056552,331.3588531431748,0.7338408620221019
13871,naive_model,249,8640,960,18.05245833333333,647.0885985416666,0.5769263926513767
13872,xgboost,250,2880,96,7.939616072972616,147.3543360716374,0.9564593682313844
13873,elastic_net,250,2880,96,24.56183524244785,678.7266461516042,0.9425221870719792
13874,naive_model,250,2880,96,15.797395833333336,845.1638197916667,0.926868308701439
13875,xgboost,250,2880,192,7.4741707579294845,120.73687045704982,0.93367873556257
13876,elastic_net,250,2880,192,23.209828031514984,662.7726062293563,0.8780966671332361
13877,naive_model,250,2880,192,15.404375000000002,747.9466302083333,0.913041506356608
13878,xgboost,250,2880,384,11.01239275932312,252.79590156279812,0.780639179135316
13879,elastic_net,250,2880,384,20.19597888819608,562.2496279707663,0.6011445345328708
13880,naive_model,250,2880,384,12.753385416666667,461.67623802083335,0.8731824343424018
13881,xgboost,250,2880,960,16.846781542460125,694.6829946058325,0.7818089616533465
13882,elastic_net,250,2880,960,20.9026531472676,996.1093480516992,0.6919949998292659
13883,naive_model,250,2880,960,19.25507291666667,1188.525383854167,0.7348699122410256
13884,xgboost,250,2880,2880,20.46772265063392,768.0632183452663,0.7546450028014908
13885,elastic_net,250,2880,2880,20.279033688576902,785.6964801029925,0.8068139973821389
13886,naive_model,250,2880,2880,23.90345833333333,1286.6552137499998,0.7267777339743685
13887,xgboost,250,5760,96,9.747561953862508,170.6459454238977,0.8677910476913522
13888,elastic_net,250,5760,96,12.595930534368124,223.1600401408192,0.9076604302155769
13889,naive_model,250,5760,96,4.8968750000000005,41.69306875,0.971435741445295
13890,xgboost,250,5760,192,9.44890801111857,137.41619429432114,0.7614153060563783
13891,elastic_net,250,5760,192,9.467216455002164,143.62856230114062,0.8201216669193403
13892,naive_model,250,5760,192,7.852291666666666,149.743115625,0.9219740194571184
13893,xgboost,250,5760,384,9.272562528451283,157.39586645765402,0.7200552396696911
13894,elastic_net,250,5760,384,10.263665149497008,195.07126426219108,0.6245351001168907
13895,naive_model,250,5760,384,9.46484375,199.047115625,0.7477655226083122
13896,xgboost,250,5760,960,12.376909158388774,278.4879234438367,0.764238060233794
13897,elastic_net,250,5760,960,12.416020249636858,294.93835631750505,0.7144262522880493
13898,naive_model,250,5760,960,15.724645833333334,485.975306875,0.6379294348795961
13899,xgboost,250,5760,2880,17.65387085061603,667.9636520903488,0.7330517848783058
13900,elastic_net,250,5760,2880,19.206371111487925,726.706701330313,0.7138575478125131
13901,naive_model,250,5760,2880,23.36120833333333,1328.9931800694444,0.5187825517766433
13902,xgboost,250,8640,96,10.303356399536131,152.33698681626632,0.9130853813290096
13903,elastic_net,250,8640,96,19.6882840262294,499.6936717348164,0.7713781877373846
13904,naive_model,250,8640,96,10.260833333333332,151.6961125,0.7566993807782618
13905,xgboost,250,8640,192,12.851922307014464,261.16881241482935,0.8352129792013658
13906,elastic_net,250,8640,192,18.059800830019345,552.4474290647698,0.6164335891094826
13907,naive_model,250,8640,192,15.178229166666666,418.08608020833327,0.7399819856097477
13908,xgboost,250,8640,384,12.27838771979014,256.270898249058,0.7871174073809781
13909,elastic_net,250,8640,384,16.53000981815006,446.9938781862796,0.6967844516042162
13910,naive_model,250,8640,384,17.617734375,548.6188643229167,0.7026044104406504
13911,xgboost,250,8640,960,10.094699680487317,197.7577272796781,0.8103496133624507
13912,elastic_net,250,8640,960,13.951494384071967,320.9413621348081,0.7726537585432999
13913,naive_model,250,8640,960,15.875270833333332,433.69343791666665,0.6921674684492624
13914,xgboost,251,2880,96,8.173853441874185,120.35794619039024,0.9118968772605366
13915,elastic_net,251,2880,96,18.72890316329834,504.31541390326873,0.8360039202568428
13916,naive_model,251,2880,96,15.011354166666663,650.7294406249999,0.8911956809256709
13917,xgboost,251,2880,192,8.526378509203592,138.25137810013226,0.8577435097893692
13918,elastic_net,251,2880,192,15.15891649520725,340.3632726018657,0.7502671423594027
13919,naive_model,251,2880,192,13.027760416666666,415.7358328125,0.8540204058363949
13920,xgboost,251,2880,384,13.960059710343678,326.12675522706104,0.7365265953201666
13921,elastic_net,251,2880,384,18.664400860075485,496.5880171641696,0.5542285069873992
13922,naive_model,251,2880,384,11.186328124999998,295.42853515625,0.8453761584996318
13923,xgboost,251,2880,960,19.55502108192444,900.8964671219924,0.7652154109584625
13924,elastic_net,251,2880,960,20.02962054422193,1003.0353977746922,0.6813829290854636
13925,naive_model,251,2880,960,18.85367708333333,1127.2262792708332,0.7234113578498409
13926,xgboost,251,2880,2880,20.08703920311398,799.3748709544468,0.7434988141753995
13927,elastic_net,251,2880,2880,19.68078664458393,776.5157540254597,0.8056412054531774
13928,naive_model,251,2880,2880,23.54010763888889,1259.8728553819444,0.7229635163436714
13929,xgboost,251,5760,96,7.871746533711753,80.38554452435062,0.8599717843798769
13930,elastic_net,251,5760,96,6.286291502447061,64.81281725233471,0.8959908843863463
13931,naive_model,251,5760,96,10.807708333333332,257.79316250000005,0.8607181977619802
13932,xgboost,251,5760,192,6.494076046943665,62.94520804877707,0.7809166505362759
13933,elastic_net,251,5760,192,6.103956381165332,59.010595702772896,0.8071352154190852
13934,naive_model,251,5760,192,8.790104166666666,169.50707395833334,0.7528098222127276
13935,xgboost,251,5760,384,8.969505202372869,154.7334055139698,0.7927780130550042
13936,elastic_net,251,5760,384,9.132581832836916,170.88223295198193,0.726754184609134
13937,naive_model,251,5760,384,11.369557291666666,256.05558515625,0.7131977444353961
13938,xgboost,251,5760,960,13.002867638111116,334.5930062135007,0.7155471361759397
13939,elastic_net,251,5760,960,12.9953312793337,324.84612114731755,0.6631334539767646
13940,naive_model,251,5760,960,16.416531250000002,503.1570846875,0.5900198686392991
13941,xgboost,251,5760,2880,17.774451763550438,647.3382619544794,0.7395279958253856
13942,elastic_net,251,5760,2880,19.566112336981583,740.5589918982943,0.712446915350355
13943,naive_model,251,5760,2880,23.54000694444445,1332.6599481944445,0.520275780526323
13944,xgboost,251,8640,96,13.251717464923855,264.6645747827352,0.8482452005461204
13945,elastic_net,251,8640,96,16.427224491682367,607.0399032822397,0.8283696986740904
13946,naive_model,251,8640,96,20.095625,684.4760479166666,0.7317670358757289
13947,xgboost,251,8640,192,13.846442719300589,297.67133758709474,0.791516755315396
13948,elastic_net,251,8640,192,14.529411365030397,415.9499418383983,0.7737422803205519
13949,naive_model,251,8640,192,21.911145833333336,819.3604625000002,0.6919045941743404
13950,xgboost,251,8640,384,10.868037541707356,205.41511671131616,0.8392481127049528
13951,elastic_net,251,8640,384,14.425652421541088,378.59060054742775,0.8300160668851276
13952,naive_model,251,8640,384,19.085859375,614.0011466145834,0.7307573321592703
13953,xgboost,251,8640,960,10.608560299078624,211.2157663040076,0.7956019602872523
13954,elastic_net,251,8640,960,13.96145523301388,322.7053994164156,0.7812767377852067
13955,naive_model,251,8640,960,17.035552083333332,486.08219781250006,0.6572545585834814
13956,xgboost,252,2880,96,9.259785585403442,162.06764943813042,0.8262754396240224
13957,elastic_net,252,2880,96,10.193913634851274,153.01716811444558,0.6887119419036727
13958,naive_model,252,2880,96,11.044166666666664,180.742225,0.815702818467982
13959,xgboost,252,2880,192,16.288899536132813,469.1162397166763,0.6563299848369165
13960,elastic_net,252,2880,192,19.377299737786323,609.906268131541,0.4323815223871105
13961,naive_model,252,2880,192,10.102395833333333,175.4058458333333,0.8205071254548733
13962,xgboost,252,2880,384,21.784172954956688,1005.2880306844986,0.7509152086769846
13963,elastic_net,252,2880,384,24.31488733063928,1379.406317973341,0.6365754982196216
13964,naive_model,252,2880,384,17.215546874999998,1178.1260861979165,0.6952161933264153
13965,xgboost,252,2880,960,23.43492218939463,1128.5406201652977,0.7720054200864687
13966,elastic_net,252,2880,960,21.236753488665386,1088.832544150408,0.745906809775169
13967,naive_model,252,2880,960,19.72473958333333,1135.8181426041667,0.6923581716192415
13968,xgboost,252,2880,2880,20.92744667571121,841.8152755359363,0.7214898842553192
13969,elastic_net,252,2880,2880,20.279579876728445,819.5388881923745,0.8017838967785381
13970,naive_model,252,2880,2880,23.399986111111108,1246.7749794444444,0.7209868187925418
13971,xgboost,252,5760,96,4.940915644963582,49.3258670354456,0.6878698790992417
13972,elastic_net,252,5760,96,6.198653435212709,61.876329477411616,0.6422951709169833
13973,naive_model,252,5760,96,6.7725,81.22098541666666,0.7535590990345533
13974,xgboost,252,5760,192,9.10732257604599,164.97586691379485,0.7237499719373202
13975,elastic_net,252,5760,192,11.624481494006488,275.3564228415645,0.4784810963593271
13976,naive_model,252,5760,192,11.077395833333334,248.351115625,0.5967385886206652
13977,xgboost,252,5760,384,10.322034583886465,199.61899687610236,0.812531882527378
13978,elastic_net,252,5760,384,11.220312022058524,233.1768084099872,0.7176177334310546
13979,naive_model,252,5760,384,12.446354166666666,264.9089078125,0.8102828875716818
13980,xgboost,252,5760,960,13.61133287906647,366.4913445158056,0.6864585610785727
13981,elastic_net,252,5760,960,13.91790381948544,366.5396691174816,0.612726816337811
