,model,date,training_length,test_length,mae,msae,rho
4588,elastic_net,76,5760,2880,20.37022941843805,666.6966099783332,0.8562582490985016
4589,naive_model,76,5760,2880,25.403402777777774,1189.224418064236,0.7558615331140963
4590,xgboost,76,8640,96,16.380223300457,525.6848452647228,0.8636604165758405
4591,elastic_net,76,8640,96,8.289940325065448,112.9964911228294,0.9332505875344884
4592,naive_model,76,8640,96,22.287604166666664,1054.8168141927083,0.8292350421746074
4593,xgboost,76,8640,192,16.455168962428967,649.0860817017482,0.9058077907718776
4594,elastic_net,76,8640,192,20.311614046028087,1032.2866129726424,0.8542919028351146
4595,naive_model,76,8640,192,17.444401041666666,694.0357403645834,0.8629912568901307
4596,xgboost,76,8640,384,14.726802898310124,462.6748812949788,0.92917830368112
4597,elastic_net,76,8640,384,21.306749688810925,894.4365596755969,0.8158720438581071
4598,naive_model,76,8640,384,14.950976562499998,593.223998828125,0.8900549876591137
4599,xgboost,76,8640,960,19.790645634164417,732.8409763970492,0.9068980188567518
4600,elastic_net,76,8640,960,27.34415453765689,2137.4601528484327,0.8541144060959301
4601,naive_model,76,8640,960,20.494604166666665,851.2209619270834,0.855909250721228
4602,xgboost,76,8640,2880,21.1327651707886,1209.6113978821,0.8806936262802063
4603,elastic_net,76,8640,2880,25.70378419869059,1327.3953776172625,0.8206132835044836
4604,naive_model,76,8640,2880,22.50737847222222,1303.522384184028,0.8131489703442698
4605,xgboost,76,17280,96,21.6610967652003,834.2267169581678,0.7116386522744401
4606,elastic_net,76,17280,96,36.77955869252524,1851.247177247276,0.8071925924039313
4607,naive_model,76,17280,96,22.68151041666667,819.2665428385417,0.6803820657805263
4608,xgboost,76,17280,192,37.31020220987964,1830.3295174201717,0.4849794631859754
4609,elastic_net,76,17280,192,28.75994528814141,1289.0456093260225,0.7448151098268078
4610,naive_model,76,17280,192,37.50893229166668,2228.858295898437,0.4730629730716105
4611,xgboost,76,17280,384,32.357253157806895,1510.1420794009243,0.6900047499406227
4612,elastic_net,76,17280,384,22.428688790188243,845.0097892768559,0.73926758314731
4613,naive_model,76,17280,384,39.90475260416667,2653.545810872396,0.3392070732958613
4614,xgboost,76,17280,960,25.6231468649904,1172.307393715852,0.8095970383220953
4615,elastic_net,76,17280,960,21.25881423678759,984.6772898881248,0.7656780144629924
4616,naive_model,76,17280,960,36.78140625,2612.486853997396,0.5529175213906659
4617,xgboost,76,17280,2880,21.44902675408751,974.2353191023518,0.8416841184575552
4618,elastic_net,76,17280,2880,20.11054974874332,893.3398790104272,0.8064157691138925
4619,naive_model,76,17280,2880,29.27154861111111,2029.8647504904516,0.6852420941357119
4620,xgboost,77,2880,96,7.707428563435871,88.08739730841536,0.8811768460233972
4621,elastic_net,77,2880,96,17.627585508536566,623.9004974309032,0.96770211611503
4622,naive_model,77,2880,96,12.5828125,224.7566837239584,0.8664450945794591
4623,xgboost,77,2880,192,13.11063564022382,260.283424311436,0.8739451751810201
4624,elastic_net,77,2880,192,25.74560964156801,1907.0956336609177,0.9307905428116088
4625,naive_model,77,2880,192,19.785494791666665,798.3288388020833,0.7710081727238316
4626,xgboost,77,2880,384,17.46483837246274,477.5548002592947,0.829154933267477
4627,elastic_net,77,2880,384,24.50839012463157,1320.6202382620538,0.8673724044483566
4628,naive_model,77,2880,384,20.8903515625,792.7695865885416,0.7914147507386776
4629,xgboost,77,2880,960,18.62643061765035,829.1189929516103,0.8139745738689256
4630,elastic_net,77,2880,960,24.723055936501268,1343.9219480224294,0.8513069828579161
4631,naive_model,77,2880,960,21.52,1065.771893372396,0.7923630742967621
4632,xgboost,77,2880,2880,19.985586339283323,1163.9632716288163,0.8825354069231712
4633,elastic_net,77,2880,2880,20.985750253503102,1095.8376612173026,0.8708506050986742
4634,naive_model,77,2880,2880,22.441291666666665,1562.6533831336803,0.8445168436263817
4635,xgboost,77,5760,96,13.12883421699206,237.76236784243292,0.9603291830041506
4636,elastic_net,77,5760,96,21.313283949102185,815.4981170200184,0.8296782752514589
4637,naive_model,77,5760,96,6.209791666666667,72.79894205729168,0.9737142857646784
4638,xgboost,77,5760,192,15.809602451423803,382.9758035249841,0.9349080981946376
4639,elastic_net,77,5760,192,22.662824844606863,838.583722852171,0.7510412455397252
4640,naive_model,77,5760,192,17.645781250000002,739.8914010416667,0.8577893164075645
4641,xgboost,77,5760,384,14.51761568525806,343.1966025048677,0.9228370287921062
4642,elastic_net,77,5760,384,22.18233954538307,788.5584982696696,0.7492653582350081
4643,naive_model,77,5760,384,14.4738671875,497.8648819986979,0.8707180431813293
4644,xgboost,77,5760,960,15.926153083167971,458.54581943217846,0.9098131485477966
4645,elastic_net,77,5760,960,21.149376519512597,745.7178428436065,0.808015217323051
4646,naive_model,77,5760,960,22.38536458333333,1070.8606683854166,0.8029273461758927
4647,xgboost,77,5760,2880,19.420071378082447,630.9932450863149,0.8721817375788897
4648,elastic_net,77,5760,2880,19.776169780462453,640.1200778734778,0.8566962507768373
4649,naive_model,77,5760,2880,25.591972222222225,1205.340700360243,0.7527893857797923
4650,xgboost,77,8640,96,17.504718037446338,812.1754189969952,0.9830592448456478
4651,elastic_net,77,8640,96,32.1156619920862,1931.9629292145564,0.8091568898760138
4652,naive_model,77,8640,96,12.601197916666669,333.2546665364583,0.9578947368421054
4653,xgboost,77,8640,192,13.223808155258496,466.7631262103385,0.9631048679614354
4654,elastic_net,77,8640,192,29.53488254604521,1531.380450803179,0.7585058062032161
4655,naive_model,77,8640,192,11.4890625,412.8284438802084,0.9576730722850808
4656,xgboost,77,8640,384,18.67656559749196,651.7469576756198,0.9394947466491655
4657,elastic_net,77,8640,384,22.6116110906296,946.7631172337408,0.8049542502905457
4658,naive_model,77,8640,384,14.361106770833333,514.7691018554688,0.9039054033183446
4659,xgboost,77,8640,960,19.78022519326955,705.2265675544594,0.911668426567488
4660,elastic_net,77,8640,960,28.269733722740863,2162.390779732122,0.848564411709464
4661,naive_model,77,8640,960,21.56019270833333,938.8780813671876,0.8474870947257501
4662,xgboost,77,8640,2880,20.80698947773377,1165.896430484068,0.8906313997920714
4663,elastic_net,77,8640,2880,25.22679582749572,1291.13579202329,0.8207070033444062
4664,naive_model,77,8640,2880,22.239390625,1285.3284434375,0.8169042650772717
4665,xgboost,77,17280,96,47.89076254089673,2672.000870682113,0.7808045432528807
4666,elastic_net,77,17280,96,20.575323872865223,705.1528699743021,0.6897449810092241
4667,naive_model,77,17280,96,52.33635416666667,3638.450048958333,0.8444297487222419
4668,xgboost,77,17280,192,43.34730443696181,2383.9810170688784,0.8261813881430635
4669,elastic_net,77,17280,192,16.747962400338707,493.1067143272666,0.8041346009041027
4670,naive_model,77,17280,192,40.1325,2773.273345377604,0.4036024030166931
4671,xgboost,77,17280,384,32.347438199420765,1590.0920506071354,0.8030455973982465
4672,elastic_net,77,17280,384,18.211118351764423,574.7470899223537,0.7685126296261527
4673,naive_model,77,17280,384,40.635364583333335,2725.799866438802,0.3742711731717211
4674,xgboost,77,17280,960,25.16258965862046,1128.3420189795145,0.8424673458729303
4675,elastic_net,77,17280,960,19.095386729346465,839.4553383901713,0.7894208419704435
4676,naive_model,77,17280,960,37.3051875,2647.90892390625,0.5684326555084411
4677,xgboost,77,17280,2880,21.900076383562965,1060.590912543655,0.8420684095406861
4678,elastic_net,77,17280,2880,19.932490918238862,917.621525762066,0.8163459759758042
4679,naive_model,77,17280,2880,29.162769097222224,2029.233938506944,0.6992956824246281
4680,xgboost,78,2880,96,12.630665977001192,248.64083918797212,0.9007390273254692
4681,elastic_net,78,2880,96,30.673505220418708,2867.030190607185,0.9010994400714146
4682,naive_model,78,2880,96,26.98817708333333,1371.9009938802085,0.7314115190127778
4683,xgboost,78,2880,192,19.07437285835545,507.6446021659448,0.885416481506443
4684,elastic_net,78,2880,192,26.167087946676315,1740.537690804854,0.8489228192911662
4685,naive_model,78,2880,192,24.253125,978.1956203125,0.7978055357005529
4686,xgboost,78,2880,384,22.972673371558383,884.2104834935872,0.7759567514474491
4687,elastic_net,78,2880,384,23.02788376970677,1183.3619856187963,0.8574683867481869
4688,naive_model,78,2880,384,25.724348958333334,1166.5417209635416,0.7857165071894682
4689,xgboost,78,2880,960,19.578741588762963,874.8830365375628,0.8259372399882527
4690,elastic_net,78,2880,960,22.704275822343455,1151.527654281122,0.8443834181337747
4691,naive_model,78,2880,960,24.67701041666667,1450.4621825781248,0.7825029241208105
4692,xgboost,78,2880,2880,19.892503691162503,1158.1268691682296,0.8859658822635086
4693,elastic_net,78,2880,2880,20.80440241725927,1041.5671096068547,0.8620917288497738
4694,naive_model,78,2880,2880,22.22885763888889,1557.588125078125,0.8510196599737871
4695,xgboost,78,5760,96,13.736892470661552,328.80503821230536,0.968230714016292
4696,elastic_net,78,5760,96,23.374512249098046,853.0166098823985,0.8022381985892567
4697,naive_model,78,5760,96,29.081770833333337,1406.9838600260418,0.7888795065139859
4698,xgboost,78,5760,192,11.670351124986388,228.48964416475067,0.9585936059553264
4699,elastic_net,78,5760,192,22.0655487010295,806.6520129627406,0.7198105146081437
4700,naive_model,78,5760,192,18.31536458333333,742.9168216796876,0.8369773188712882
4701,xgboost,78,5760,384,14.165745396977291,356.7481467567236,0.9116627345800976
4702,elastic_net,78,5760,384,23.614294053151863,856.4355285893535,0.7551101460326363
4703,naive_model,78,5760,384,16.1081640625,559.3853938476564,0.8455180505102443
4704,xgboost,78,5760,960,16.25162854379167,464.61068746924894,0.9058743724789404
4705,elastic_net,78,5760,960,20.616370928263947,703.0491231390391,0.8001132679039095
4706,naive_model,78,5760,960,25.19845833333333,1213.7102538802085,0.7692410784536838
4707,xgboost,78,5760,2880,19.09251295557939,645.1910747015979,0.8796590580228874
4708,elastic_net,78,5760,2880,20.446685282257278,701.2126206893739,0.8497143137807169
4709,naive_model,78,5760,2880,25.80501909722222,1214.022557842882,0.7535760239950301
4710,xgboost,78,8640,96,7.883270180324715,97.61899314268344,0.9641759796759054
4711,elastic_net,78,8640,96,26.13982927983209,1071.2150475391725,0.8045713510580574
4712,naive_model,78,8640,96,10.376927083333332,492.4022212239584,0.9777807921866524
4713,xgboost,78,8640,192,10.264505273054043,188.7178066191288,0.9570127126980272
4714,elastic_net,78,8640,192,21.773250259337416,722.9096473364187,0.7360381412418522
4715,naive_model,78,8640,192,12.457552083333333,492.4122572916667,0.9262238415823616
4716,xgboost,78,8640,384,17.47768910810972,456.4979156025443,0.93576456186254
4717,elastic_net,78,8640,384,18.794422992611,550.3887929720926,0.8736326531910077
4718,naive_model,78,8640,384,15.478372395833333,543.3852638671875,0.8742549497383518
4719,xgboost,78,8640,960,18.51946824711809,598.4577495520813,0.9035581630049722
4720,elastic_net,78,8640,960,27.7766365626102,2104.492772591576,0.859528191659992
4721,naive_model,78,8640,960,21.627921875,933.8916640494792,0.8380207957373204
4722,xgboost,78,8640,2880,19.822409316769907,1062.345088831134,0.8904482430169787
4723,elastic_net,78,8640,2880,25.76110600299555,1313.8832298884165,0.8185861751518556
4724,naive_model,78,8640,2880,21.950041666666667,1275.165724309896,0.8143039159398733
4725,xgboost,78,17280,96,33.59380067527294,1520.3212296600957,0.9005548484376783
4726,elastic_net,78,17280,96,13.089620985502238,285.99590757444247,0.8974564220604148
4727,naive_model,78,17280,96,27.92864583333333,1908.096641796875,0.8389052803123072
4728,xgboost,78,17280,192,24.60467305610577,978.5387963001912,0.7809254552456169
4729,elastic_net,78,17280,192,16.189296150055245,405.127760498935,0.7947719787901566
4730,naive_model,78,17280,192,42.30057291666667,3078.2333258463536,0.6545657232832984
4731,xgboost,78,17280,384,25.2687466531992,1240.5235551851235,0.8504705434818276
4732,elastic_net,78,17280,384,15.86113399526655,440.9195509783786,0.7907507480506303
4733,naive_model,78,17280,384,35.74131510416667,2629.426345996093,0.6505466269879309
4734,xgboost,78,17280,960,20.34655698367053,785.7741299383747,0.8629777989787756
4735,elastic_net,78,17280,960,18.826473683191768,810.5790188859677,0.8008903874984568
4736,naive_model,78,17280,960,33.06059375,2303.0478508854167,0.6440713009753989
4737,xgboost,78,17280,2880,20.819292099269724,975.6386220456895,0.8540651234890421
4738,elastic_net,78,17280,2880,19.77219304056739,905.8504594693524,0.8208723214744605
4739,naive_model,78,17280,2880,28.397793402777776,1990.0656847916664,0.7238069567638101
4740,xgboost,79,2880,96,22.10563532160129,647.3888373411891,0.9141349420746993
4741,elastic_net,79,2880,96,22.948495852416613,715.8141445855417,0.8316603364080304
4742,naive_model,79,2880,96,21.518072916666668,584.4902467447918,0.9586272381985892
4743,xgboost,79,2880,192,21.948244569152592,685.6595518756267,0.7742167393314373
4744,elastic_net,79,2880,192,20.23148092542287,589.4513042479513,0.8361541689452529
4745,naive_model,79,2880,192,21.99520833333333,787.210334375,0.8446427579887867
4746,xgboost,79,2880,384,22.30507348598292,845.0677702354702,0.7805067649132419
4747,elastic_net,79,2880,384,24.13656676581257,1257.5527755848725,0.8631464773320754
4748,naive_model,79,2880,384,22.61901041666667,965.8707536458332,0.8274175953138222
4749,xgboost,79,2880,960,19.72955976570149,936.7078541372362,0.8417525624908162
4750,elastic_net,79,2880,960,20.783837282494915,830.9021795033416,0.8434007693913691
4751,naive_model,79,2880,960,22.77003125,1326.3054883593752,0.8091869427863296
4752,xgboost,79,2880,2880,20.231206687535884,1229.702445279417,0.8864480467713562
4753,elastic_net,79,2880,2880,20.27723800601287,923.7536056904344,0.8633326170604554
4754,naive_model,79,2880,2880,22.298644097222223,1558.757553949653,0.8514929696848657
4755,xgboost,79,5760,96,9.066356487472852,119.33828166770375,0.9846129870083952
4756,elastic_net,79,5760,96,20.663265726219556,770.2701316963767,0.8510173629951168
4757,naive_model,79,5760,96,7.548958333333332,78.84978333333332,0.9869777536625068
4758,xgboost,79,5760,192,13.018507283926011,288.4184852624488,0.9298735392622548
4759,elastic_net,79,5760,192,21.783246514982597,752.8725782088995,0.7607574054661016
4760,naive_model,79,5760,192,11.301953125,255.8383629557292,0.9309287645000416
4761,xgboost,79,5760,384,12.709590303761264,295.8438787243822,0.9273388429605368
4762,elastic_net,79,5760,384,22.645335336834385,842.165221572421,0.7954674887976094
4763,naive_model,79,5760,384,13.501640625,365.3408696289063,0.9009385388502164
4764,xgboost,79,5760,960,18.113400381335364,560.1384265076523,0.8832086980773519
4765,elastic_net,79,5760,960,19.47665530746908,643.6308733454515,0.8312114110762682
4766,naive_model,79,5760,960,26.967140625000003,1319.5226091015625,0.7264409324224136
4767,xgboost,79,5760,2880,19.27170327041644,641.195595001542,0.8781991736901398
4768,elastic_net,79,5760,2880,20.707776671828352,724.0804068743373,0.8520590931880202
4769,naive_model,79,5760,2880,25.18152430555556,1183.536503216146,0.7645296662596973
4770,xgboost,79,8640,96,13.515620879332223,326.9520609338892,0.9311535595015464
4771,elastic_net,79,8640,96,17.442040615535856,367.79473707766846,0.7430505393780497
4772,naive_model,79,8640,96,14.538177083333332,492.4222933593749,0.8982501356483993
4773,xgboost,79,8640,192,18.73232526921978,565.6397598867883,0.9012520845805372
4774,elastic_net,79,8640,192,15.779348528923135,359.597888820072,0.8900115715724006
4775,naive_model,79,8640,192,17.233151041666666,616.7097598307291,0.8419060456168808
4776,xgboost,79,8640,384,17.045492578260603,449.1264994181676,0.9332563490043104
4777,elastic_net,79,8640,384,22.85084882111116,1116.5481323239717,0.8599664950624015
4778,naive_model,79,8640,384,19.5386328125,671.3669153320312,0.8597911469655276
4779,xgboost,79,8640,960,17.748133074498423,572.8185694758154,0.9007237550148676
4780,elastic_net,79,8640,960,30.262476604804824,2248.963377363132,0.8482988572695112
4781,naive_model,79,8640,960,23.79055208333333,1061.716748515625,0.8122564407752485
4782,xgboost,79,8640,2880,19.616442808153728,1066.519901538094,0.8887349386398607
4783,elastic_net,79,8640,2880,26.03426863314563,1309.0968420392285,0.8200540377753764
4784,naive_model,79,8640,2880,21.864944444444443,1262.0065364192708,0.809017026103107
4785,xgboost,79,17280,96,16.876768035888674,399.8312017552449,0.7887121141555278
4786,elastic_net,79,17280,96,19.4076388202287,530.1735777716257,0.8690441470909809
4787,naive_model,79,17280,96,56.67250000000001,4248.370009895833,0.5444051059250998
4788,xgboost,79,17280,192,19.508182929754252,586.7274510640501,0.8038595734847209
4789,elastic_net,79,17280,192,19.667699416790835,654.8143065709803,0.7881551775410282
4790,naive_model,79,17280,192,41.13822916666667,2678.3263875,0.3886592449758932
4791,xgboost,79,17280,384,22.80075027291973,1240.972972238497,0.8406090605167584
4792,elastic_net,79,17280,384,16.626480650602755,456.59950557526525,0.7945085013466269
4793,naive_model,79,17280,384,38.988046875,3159.464040462239,0.5650089181489362
4794,xgboost,79,17280,960,19.650642656238748,789.1119655064665,0.854909825026644
4795,elastic_net,79,17280,960,21.815905666613837,1006.9291118977052,0.8197431634959318
4796,naive_model,79,17280,960,32.13621354166667,2206.1304227213545,0.6391481798563157
4797,xgboost,79,17280,2880,20.182096304436524,992.9065244346822,0.8545959187983546
4798,elastic_net,79,17280,2880,20.23611090784578,933.620570827333,0.8274668436928518
4799,naive_model,79,17280,2880,28.646904513888884,2002.588497391493,0.7157292536374782
4800,xgboost,80,2880,96,17.110691334406535,524.075347267978,0.8143008930571579
4801,elastic_net,80,2880,96,19.823845476383077,570.6233201954379,0.8929598480737927
4802,naive_model,80,2880,96,22.47234375,989.9304220052082,0.918833679325981
4803,xgboost,80,2880,192,25.976414747635527,1254.6941141143875,0.6361897618727231
4804,elastic_net,80,2880,192,18.809695898901012,548.054721912239,0.9133662621422802
4805,naive_model,80,2880,192,27.195572916666663,1354.8878216145831,0.809506854796323
4806,xgboost,80,2880,384,17.663731323877972,697.1234743826382,0.7522434843439362
4807,elastic_net,80,2880,384,23.938365756520152,1369.7189253140507,0.8963835181172725
4808,naive_model,80,2880,384,20.2351171875,881.8618799479165,0.8160463904586258
4809,xgboost,80,2880,960,18.13341326946517,778.7760648322741,0.8533802181221923
4810,elastic_net,80,2880,960,21.945264464315237,957.319028908908,0.8483584259495022
4811,naive_model,80,2880,960,21.04631770833333,1271.239227552083,0.8400417194521064
4812,xgboost,80,2880,2880,19.00711526111565,1105.8998243207584,0.895621342600072
4813,elastic_net,80,2880,2880,20.433895401639912,975.3423778691158,0.8704549684473809
4814,naive_model,80,2880,2880,21.83300694444444,1541.9028718359373,0.8603935741587619
4815,xgboost,80,5760,96,17.115937525033953,486.05823696279305,0.8886944430046467
4816,elastic_net,80,5760,96,23.91992172369924,800.6835480615746,0.7600895357646328
4817,naive_model,80,5760,96,15.054947916666668,432.82694257812506,0.88659793814433
4818,xgboost,80,5760,192,16.625125562896333,488.1783893751053,0.9152625933062414
4819,elastic_net,80,5760,192,24.73159750919544,891.4844180543951,0.8366708884453488
4820,naive_model,80,5760,192,13.900963541666668,375.853966015625,0.9081941211280852
4821,xgboost,80,5760,384,15.09242656968534,407.0794774982598,0.9177828129219618
4822,elastic_net,80,5760,384,21.41087718538337,742.5108510381436,0.846767479320778
4823,naive_model,80,5760,384,17.8102734375,643.3755586263022,0.8397252402110984
4824,xgboost,80,5760,960,19.823621466523655,649.1093398964202,0.8616806039174453
4825,elastic_net,80,5760,960,19.859742756198564,655.1533196152649,0.8214784910339378
4826,naive_model,80,5760,960,29.7595625,1506.9007139973958,0.670415134941545
4827,xgboost,80,5760,2880,19.755236290334416,670.2709128631082,0.8743386853125165
4828,elastic_net,80,5760,2880,20.527828251306943,705.6355475305963,0.8489312248075203
4829,naive_model,80,5760,2880,25.41449826388889,1197.322253550347,0.7637542862386378
4830,xgboost,80,8640,96,23.63317203715444,812.7376278866419,0.9271779211087786
4831,elastic_net,80,8640,96,14.118498404299444,352.40944255603387,0.9740911557243624
4832,naive_model,80,8640,96,19.928125,740.9972263020833,0.903957216354955
4833,xgboost,80,8640,192,19.099678797386588,550.6652299631693,0.9375761007136588
4834,elastic_net,80,8640,192,16.12489121629255,394.1833499266169,0.922599713720779
4835,naive_model,80,8640,192,18.49919270833333,594.3582704427084,0.8385229568838343
4836,xgboost,80,8640,384,19.774849594831466,618.22721330362,0.9099126472152668
4837,elastic_net,80,8640,384,34.83524670962379,3909.893430512806,0.8743868956158978
4838,naive_model,80,8640,384,21.89583333333333,765.6276772786459,0.8782803260466969
4839,xgboost,80,8640,960,17.941312324289235,586.5683601729911,0.901422500341458
4840,elastic_net,80,8640,960,28.839277805006848,2127.312670267677,0.8322096434199837
4841,naive_model,80,8640,960,23.28119270833333,1026.7352892447916,0.8166094491767899
4842,xgboost,80,8640,2880,20.35699661868024,1117.936547196141,0.8813837830413115
4843,elastic_net,80,8640,2880,21.408323747918,1035.5838548681395,0.8296876300660084
4844,naive_model,80,8640,2880,22.45550520833333,1304.7372754774306,0.7990626343249492
4845,xgboost,80,17280,96,18.04343462944031,542.5156860717519,0.9427087758929426
4846,elastic_net,80,17280,96,19.89202473055808,772.6039514397445,0.7933649439769028
4847,naive_model,80,17280,96,25.60395833333333,1108.2827651041669,0.7876280286720432
4848,xgboost,80,17280,192,21.902541052301725,1412.1690416319568,0.9106327757533064
4849,elastic_net,80,17280,192,15.568614130121356,474.5563305002312,0.8130858473899848
4850,naive_model,80,17280,192,29.182057291666663,2180.6193661458337,0.8021671572276023
4851,xgboost,80,17280,384,22.65125024717301,1180.2279996740965,0.8955290663615924
4852,elastic_net,80,17280,384,20.037486456934985,978.2075937344208,0.7882733429593967
4853,naive_model,80,17280,384,33.969791666666666,2684.1977048177087,0.7406552390405323
4854,xgboost,80,17280,960,18.376260474522905,704.1226984770698,0.8696688174833695
4855,elastic_net,80,17280,960,21.56122454866852,991.6501935431604,0.8657684126529985
4856,naive_model,80,17280,960,27.682947916666663,1805.0349811718747,0.7104306441218567
4857,xgboost,80,17280,2880,20.394138055181337,985.1505255901096,0.8488172383857936
4858,elastic_net,80,17280,2880,20.509337868880326,948.096120195788,0.8383386101028508
4859,naive_model,80,17280,2880,27.046907986111112,1865.2871834852428,0.7332163205386515
4860,xgboost,81,2880,96,30.584651126861573,1630.7914427477124,0.7625821259802377
4861,elastic_net,81,2880,96,14.055265271797827,316.3804995483269,0.9519940314704288
4862,naive_model,81,2880,96,31.918802083333333,1719.845221223958,0.7316295663934981
4863,xgboost,81,2880,192,21.05547319809596,922.8902217393592,0.791816897506905
4864,elastic_net,81,2880,192,23.8182385118282,1568.116694944887,0.9549908041999404
4865,naive_model,81,2880,192,23.2428125,1144.5311729166665,0.7816455213326777
4866,xgboost,81,2880,384,13.98959005832672,500.3956177169833,0.8144594396140425
4867,elastic_net,81,2880,384,19.71852691391041,961.8574828162346,0.8599536447122101
4868,naive_model,81,2880,384,16.846458333333334,677.2142780273437,0.7987499567532238
4869,xgboost,81,2880,960,20.694485762410952,1210.5640247584097,0.8507529100725242
4870,elastic_net,81,2880,960,21.771605760931145,904.4526297601803,0.8591124554801179
4871,naive_model,81,2880,960,21.798135416666664,1402.0856628125,0.8319402271203493
4872,xgboost,81,2880,2880,18.922466999370037,1107.4611269597374,0.8958130094677288
4873,elastic_net,81,2880,2880,21.99514401707744,1025.1478972327377,0.8705494819122802
4874,naive_model,81,2880,2880,21.58576041666667,1523.332755855035,0.8616122165047765
4875,xgboost,81,5760,96,12.829275950193406,333.2342889491079,0.9279442742044494
4876,elastic_net,81,5760,96,25.80665704782612,981.794166700906,0.8565111231687466
4877,naive_model,81,5760,96,12.746979166666668,318.8809894531249,0.933152468800868
4878,xgboost,81,5760,192,11.60999955472847,260.2461180871572,0.9233671150011962
4879,elastic_net,81,5760,192,23.91481881303419,958.3949053503678,0.8610517579669744
4880,naive_model,81,5760,192,15.701328124999998,474.8433763020833,0.878150446608479
4881,xgboost,81,5760,384,14.114933567522092,395.7615034088251,0.9382609057777485
4882,elastic_net,81,5760,384,21.53428299227026,787.3297913142998,0.8638710606489167
4883,naive_model,81,5760,384,24.3960546875,1129.0980211588542,0.8118858988215214
4884,xgboost,81,5760,960,18.89073639797668,600.0507829361561,0.8741361871442807
4885,elastic_net,81,5760,960,19.617629178205608,636.4114870770884,0.8490070044428265
4886,naive_model,81,5760,960,30.53065625,1559.1159267447915,0.6614821361693595
4887,xgboost,81,5760,2880,20.36874097508689,694.5085458608039,0.8748308970630876
4888,elastic_net,81,5760,2880,20.327676050945698,698.0803041627521,0.8637619717101593
4889,naive_model,81,5760,2880,25.5769375,1207.594596341146,0.7644362778014501
4890,xgboost,81,8640,96,14.982441342274347,293.8168755105239,0.947696740108206
4891,elastic_net,81,8640,96,17.665127466965362,412.13587327082814,0.9659115572436244
4892,naive_model,81,8640,96,17.070260416666667,447.7193145833334,0.8989985655087525
4893,xgboost,81,8640,192,16.069901777505873,349.9843335806354,0.9395207631140636
4894,elastic_net,81,8640,192,29.733867833366144,1867.6073436095205,0.8946796646874299
4895,naive_model,81,8640,192,21.844114583333333,726.0240708333334,0.923853448608462
4896,xgboost,81,8640,384,16.919362608486164,461.4345077020401,0.918111122935358
4897,elastic_net,81,8640,384,44.4383893164138,4909.379020390104,0.8634011079016853
4898,naive_model,81,8640,384,20.9476171875,692.856843359375,0.877061879143449
4899,xgboost,81,8640,960,19.679689239099623,824.1811903241008,0.8822502115680642
4900,elastic_net,81,8640,960,42.08525595018466,3289.8613925988543,0.8126344235465204
4901,naive_model,81,8640,960,26.05884375,1337.734950273437,0.786130501048311
4902,xgboost,81,8640,2880,19.138189793806937,1056.162170796719,0.8836089325118504
4903,elastic_net,81,8640,2880,39.21719263038791,2231.426527544609,0.8194903332360354
4904,naive_model,81,8640,2880,22.005293402777777,1282.9253831423612,0.7988768022373204
4905,xgboost,81,17280,96,28.478855744947992,2376.6915723767324,0.896373004316854
4906,elastic_net,81,17280,96,11.198256000129978,175.69202713625145,0.8471003207440073
4907,naive_model,81,17280,96,32.76015625,3252.955967187501,0.9239968800892038
4908,xgboost,81,17280,192,25.74689300661286,1703.650578690976,0.8719448199232532
4909,elastic_net,81,17280,192,13.643027571780884,261.16634528039657,0.8046839368688429
4910,naive_model,81,17280,192,36.83786458333333,3640.60169342448,0.7811304994254914
4911,xgboost,81,17280,384,22.82867952946573,1168.3403391357142,0.8758507477839729
4912,elastic_net,81,17280,384,19.4233547006984,920.01371807559,0.8031083885499067
4913,naive_model,81,17280,384,41.52165364583333,3509.923429264323,0.612197889899827
4914,xgboost,81,17280,960,18.007294022607926,679.7321030439405,0.8614226424842245
4915,elastic_net,81,17280,960,23.29553203721296,1072.6572698110524,0.8454185504002464
4916,naive_model,81,17280,960,26.250119791666677,1714.349030065104,0.7288762640309486
4917,xgboost,81,17280,2880,19.98136385969114,970.9919517811873,0.851679593593183
4918,elastic_net,81,17280,2880,20.40636560642941,943.4784787396704,0.8496068602194363
4919,naive_model,81,17280,2880,26.58622395833333,1836.0835171137155,0.7335277959315913
4920,xgboost,82,2880,96,7.271421836217243,76.1519614348531,0.9014715015310536
4921,elastic_net,82,2880,96,38.0405960363936,3339.7075497514816,0.9685160065111232
4922,naive_model,82,2880,96,14.566822916666665,569.2171246093749,0.901451437873033
4923,xgboost,82,2880,192,7.266219576199849,76.32052288907938,0.8670262233348663
4924,elastic_net,82,2880,192,26.17817612760913,1836.8543420904105,0.885022655697304
4925,naive_model,82,2880,192,13.274661458333332,408.83593828125,0.8213006695826625
4926,xgboost,82,2880,384,9.83368567764759,183.47171549276425,0.8945990402599862
4927,elastic_net,82,2880,384,24.237852594366476,1391.5893610458686,0.840008180516968
4928,naive_model,82,2880,384,16.918880208333334,718.3112547200521,0.8213239087026164
4929,xgboost,82,2880,960,17.68368142989278,928.1770256849636,0.9056309939592484
4930,elastic_net,82,2880,960,21.292957395568266,922.8866964964072,0.8567582826751513
4931,naive_model,82,2880,960,21.459875000000004,1448.4379190104164,0.8551186503593851
4932,xgboost,82,2880,2880,18.299209285192088,1039.8720249854666,0.9050602471617308
