date,profit
2025-10-13,476.4579148270357
2025-10-14,671.8020904069197
2025-10-15,309.0531526884883
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,2.6507658197870065
2025-10-19,44.72479745936102
2025-10-20,37.454258912301285
2025-10-21,88.39899646001297
2025-10-22,446.9403009682093
2025-10-23,16.26198618502857
2025-10-24,39.78166510535576
2025-10-25,3.8130812839687107
2025-10-26,27.179426915511666
2025-10-27,155.7487940790563
2025-10-28,103.94074461069691
2025-10-29,0.0
2025-10-30,90.36149568565028
2025-10-31,0.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,0.0
2025-11-04,130.2647032786904
2025-11-05,0.0
2025-11-06,5.997440730483113
2025-11-07,11.9941749106961
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,172.52673542087618
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,2.697129456150651
2025-11-21,225.92275963654603
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,260.43325997422414
2025-11-25,533.3272491114643
2025-11-26,344.81759067183845
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,21.70473818984413
2025-12-03,308.1211975060516
2025-12-04,0.0
2025-12-05,31.52624509732985
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,33.17858108095001
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,2.782129456150643
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,60.30167949557819
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,0.0
